1000	107141.0000	12.4990	11.0454
3000	129214.3333	583.9508	516.0370
5000	147235.6667	199.2428	176.0707
7000	164211.3333	456.3638	403.2884
9000	181653.6667	105.8696	93.5569
11000	200914.6667	475.2005	419.9344
13000	219578.6667	110.9602	98.0555
15000	255371.3333	129.5919	114.5203
17000	281776.6667	79.5476	70.2962
19000	314928.6667	152.3551	134.6361
21000	347762.3333	111.2637	98.3237
23000	402601.3333	441.0037	389.7147
25000	454350.0000	169.1086	149.4412
27000	535802.0000	0.0000	0.0000
29000	676985.5000	5071.8082	3659.5000
31000	747525.0000	4195.2080	3027.0000
33000	1051259.0000	0.0000	0.0000
35000	1327425.6667	585.4321	517.3460
37000	2486187.3333	2336.4374	2064.7083
39000	12205716.3333	149164.2615	131816.3671
