1000	86189.3333	254.3311	224.7522
3000	102716.3333	71.5472	63.2262
5000	106820.3333	29.1057	25.7207
7000	122159.3333	117.3469	103.6994
9000	136488.6667	40.5523	35.8360
11000	147771.0000	91.6578	80.9979
13000	162336.3333	43.3110	38.2739
15000	179546.6667	21.4177	18.9268
17000	198228.3333	50.9963	45.0654
19000	219416.0000	42.0474	37.1573
21000	247817.0000	105.4925	93.2237
23000	281291.3333	81.7912	72.2788
25000	314449.6667	323.0274	285.4591
27000	370638.0000	0.0000	0.0000
29000	447529.5000	1734.4905	1251.5000
31000	537373.5000	1763.5950	1272.5000
33000	729842.0000	0.0000	0.0000
35000	1025630.0000	459.7786	406.3061
37000	1901109.0000	1940.3751	1714.7083
39000	10765802.0000	100403.1194	88726.1755
