1000	81793.3333	18.6706	16.4992
3000	81724.0000	27.7648	24.5357
5000	81694.6667	4.1663	3.6818
7000	81713.6667	12.0232	10.6249
9000	81769.3333	4.2675	3.7712
11000	81873.6667	9.3009	8.2192
13000	82366.3333	31.2828	27.6446
15000	96244.3333	19.6072	17.3269
17000	116166.0000	19.2926	17.0489
19000	135807.0000	17.8205	15.7480
21000	158556.3333	107.4742	94.9749
23000	217474.3333	67.9362	60.0352
25000	368507.0000	320.4985	283.2243
27000	4043156.3333	13195.4291	11660.7927
29000	728257286.0000	347912.7699	307450.3031
