1000	82820.6667	22.0462	19.4822
3000	82700.3333	21.0762	18.6250
5000	82662.3333	33.9775	30.0259
7000	82693.6667	22.7887	20.1384
9000	82746.3333	8.9740	7.9303
11000	82858.6667	29.7009	26.2467
13000	83443.6667	24.3989	21.5613
15000	97639.0000	53.5654	47.3357
17000	117650.0000	60.0570	53.0723
19000	137384.6667	49.4322	43.6832
21000	161120.6667	84.0459	74.2713
23000	221826.6667	136.6024	120.7155
25000	382779.0000	850.5105	751.5956
27000	10515549.6667	252523.1006	223154.5104
29000	767721677.0000	4368118.6894	3860103.8283
