1000	157607.0000	83.4683	73.7609
3000	176013.6667	89.3818	78.9866
5000	200235.3333	422.0253	372.9435
7000	214811.0000	816.3124	589.0000
9000	230876.5000	749.0948	540.5000
11000	259011.0000	292.5081	258.4892
13000	282695.3333	13.4635	11.8977
15000	299686.6667	320.6134	283.3259
17000	328926.6667	333.3849	294.6120
19000	356447.6667	143.9539	127.2120
21000	392298.6667	124.7621	110.2522
23000	415072.3333	760.9975	672.4930
25000	451026.0000	644.5278	569.5688
27000	489717.0000	872.3343	770.8813
29000	566889.0000	20926.8972	18493.0863
31000	609825.6667	429.6434	379.6756
33000	660656.3333	477.9225	422.3398
35000	780551.3333	646.5191	571.3285
37000	893540.0000	1147.7179	1014.2376
39000	993948.6667	989.7827	874.6704
41000	1142256.3333	2257.3183	1994.7908
43000	1343799.6667	649.0395	573.5558
45000	1739669.3333	2129.5272	1881.8619
47000	2271176.3333	732.0076	646.8747
49000	3589564.6667	8430.1148	7449.6873
51000	6653024.6667	7088.2456	6263.8783
