1000	81593.0000	24.4978	21.6487
3000	81504.0000	33.3521	29.4732
5000	81481.3333	25.2246	22.2910
7000	81493.5000	25.6397	18.5000
9000	81476.5000	36.7271	26.5000
11000	81470.0000	9.6020	8.4853
13000	81511.3333	27.9842	24.7296
15000	81528.0000	13.0993	11.5758
17000	81582.6667	18.5788	16.4181
19000	81615.3333	9.1155	8.0554
21000	81694.3333	27.4763	24.2808
23000	81816.6667	10.3025	9.1043
25000	82069.3333	27.7391	24.5130
27000	85268.3333	179.0570	158.2326
29000	97755.6667	2808.1007	2481.5169
31000	106944.0000	31.7791	28.0832
33000	117232.0000	81.0555	71.6287
35000	127912.6667	59.7458	52.7973
37000	139068.0000	89.5233	79.1117
39000	150662.3333	81.1519	71.7139
41000	166362.3333	112.4050	99.3322
43000	195773.0000	87.6100	77.4209
45000	234426.0000	438.1904	387.2286
47000	300609.3333	89.8961	79.4411
49000	441905.6667	516.7816	456.6796
51000	946603.3333	1715.6057	1516.0797
