1000	81166.0000	2.4445	2.1602
3000	81169.6667	11.4038	10.0775
5000	81148.0000	9.6020	8.4853
7000	81196.0000	20.9881	18.5472
9000	81260.0000	14.4326	12.7541
11000	81333.3333	33.0090	29.1700
13000	81723.0000	18.1997	16.0831
15000	94815.0000	38.8390	34.3220
17000	114560.3333	22.6762	20.0389
19000	133953.6667	42.0813	37.1872
21000	155333.0000	39.6654	35.0523
23000	211794.6667	43.6546	38.5775
25000	349304.6667	210.5038	186.0221
27000	2429917.6667	7254.4342	6410.7391
29000	672901505.0000	1549116.5446	1368953.3480
